time, temp, ax, ay, az, gx, gy, gz, mx, my, mz,
1.449525e+01, 2.387537e+01, -3.730166e+00, 7.991845e+00, 7.079654e+00,-2.451988e+00, -1.683244e+00, 7.735406e-01,-2.715000e-05, -8.190000e-05, 2.595000e-05,
1.459874e+01, 2.392329e+01, 3.153164e+00, 5.410896e-01, 4.764461e-01,-6.312496e+00, -1.684576e+00, 1.121807e+00,-1.875000e-05, -7.800000e-05, 6.600000e-06,
1.470215e+01, 2.387537e+01, 8.858546e-01, 5.372589e+00, 8.101978e+00,-1.738135e+00, -4.633783e-01, 1.108217e+00,-1.050000e-05, -7.095000e-05, -6.750000e-06,
1.480563e+01, 2.368368e+01, 1.604115e-01, 2.798822e+00, 9.536105e+00,-1.467942e+00, 9.070383e-01, -1.055191e-01,-1.125000e-05, -6.300000e-05, -1.365000e-05,
1.490913e+01, 2.406706e+01, 5.219360e-01, 2.825158e-01, 1.006283e+01,-3.307599e+00, 1.131933e+00, 5.702297e-02,-7.800000e-06, -4.800000e-05, -2.310000e-05,
1.501256e+01, 2.392329e+01, 3.232172e-01, -7.687782e+00, 7.685387e+00,-4.796325e-03, 3.996937e-01, -1.193485e+00,-8.850000e-06, -2.385000e-05, -2.670000e-05,
1.511592e+01, 2.373160e+01, 2.499547e+00, -4.582502e+00, 5.461174e+00,-2.329682e+00, 3.725146e-01, 1.177498e+00,-1.245000e-05, -1.665000e-05, -2.400000e-05,
1.521936e+01, 2.387537e+01, 7.661445e-01, -7.759608e+00, 7.223306e+00,-4.973522e+00, 9.403461e-01, -3.546616e-01,-1.245000e-05, -4.500000e-06, -1.860000e-05,
1.532281e+01, 2.406706e+01, 2.801216e-01, -1.149696e+01, 2.542642e+00,-6.358861e+00, 6.019388e-01, -3.266830e-01,-1.005000e-05, 1.215000e-05, -2.250000e-06,
1.542643e+01, 2.382745e+01, 2.583344e+00, -9.775525e+00, 1.896208e+00,-1.286214e+00, 2.794925e+00, -1.894548e-01,-7.200000e-06, 1.590000e-05, 7.200000e-06,
1.552993e+01, 2.406706e+01, 1.319205e+00, -1.182975e+01, 6.488286e-01,-4.541054e+00, 4.322022e-01, 3.709158e-01,-7.650000e-06, 1.890000e-05, 1.440000e-05,
1.563338e+01, 2.406706e+01, 2.473210e+00, -9.299079e+00, -5.300762e+00,-2.145822e+00, -5.811547e-01, -2.805850e-01,-6.150000e-06, 2.175000e-05, 2.985000e-05,
1.573793e+01, 2.392329e+01, -1.213860e+00, -1.012268e+01, -2.820370e+00,-1.428505e+00, -1.334977e-01, 2.194585e+00,-4.350000e-06, 1.770000e-05, 4.155000e-05,
1.584132e+01, 2.425875e+01, -3.926491e-01, -5.992687e+00, -6.976704e+00,-6.561372e+00, -1.045066e+00, -4.020919e-01,-8.400000e-06, 5.250000e-06, 6.750000e-05,
1.594478e+01, 2.406706e+01, 7.852981e-01, -2.154781e-02, -1.063026e+01,-2.335011e+00, -1.636080e+00, 1.080239e+00,-1.245000e-05, -1.215000e-05, 8.010000e-05,
1.604818e+01, 2.368368e+01, 1.036689e+00, 7.096414e+00, -4.278438e+00,-2.102655e+00, 7.714089e-01, -2.461048e+00,-5.850000e-06, -4.080000e-05, 7.995000e-05,
1.615163e+01, 2.392329e+01, -1.048660e+00, 9.303868e+00, -9.550470e+00,-5.932521e+00, 2.424809e+00, -1.854579e-01,-1.425000e-05, -4.875000e-05, 7.965000e-05,
1.625998e+01, 2.406706e+01, -6.919243e-01, 8.180987e+00, -5.257667e+00,-1.764248e+00, 5.169372e-01, -4.372649e-01,-1.740000e-05, -6.450000e-05, 7.020000e-05,
1.636338e+01, 2.421083e+01, -1.051055e+00, 1.011790e+01, -8.858546e-02,-1.366953e+00, -1.872698e+00, -5.014824e-01,-1.470000e-05, -7.485000e-05, 5.745000e-05,
1.646679e+01, 2.406706e+01, -1.963245e+00, 8.109161e+00, 2.264915e+00,-6.314628e+00, -4.401960e-01, -9.235590e-01,-2.490000e-05, -8.325000e-05, 2.880000e-05,
1.657016e+01, 2.425875e+01, -1.666364e+00, 2.537854e+00, 1.098460e+01,-8.731443e+00, -2.030178e+00, -3.534358e+00,-3.720000e-05, -6.405000e-05, -1.065000e-05,
1.667359e+01, 2.382745e+01, -7.805097e-01, -8.068460e-01, 9.998186e+00,-3.357427e-01, -2.398162e-01, -9.363492e-01,-3.870000e-05, -4.680000e-05, -2.070000e-05,
1.677696e+01, 2.416291e+01, -2.578555e+00, -2.990358e+00, 1.071645e+01,1.477268e+00, 2.700597e+00, 2.294242e-01,-3.885000e-05, -3.900000e-05, -2.400000e-05,
1.688038e+01, 2.401914e+01, -3.055001e+00, 1.412579e+00, 9.454702e+00,3.322521e+00, -9.531363e-01, 2.139694e-01,-3.660000e-05, -5.475000e-05, -1.650000e-05,
1.698382e+01, 2.406706e+01, -2.267309e+00, 1.115937e+01, 6.105214e+00,4.674019e+00, 1.656331e+00, 1.736270e+00,-3.495000e-05, -7.755000e-05, 5.400000e-06,
1.708730e+01, 2.416291e+01, -7.948750e-01, 7.927202e+00, 5.264849e+00,4.635914e+00, -4.356662e-01, 9.768515e-01,-2.775000e-05, -8.295000e-05, 2.490000e-05,
1.719078e+01, 2.401914e+01, -5.889736e-01, 8.884882e+00, -5.209783e+00,5.040937e+00, -3.378744e-01, 7.716754e-01,-2.460000e-05, -7.170000e-05, 6.030000e-05,
1.729419e+01, 2.425875e+01, -1.987187e-01, 8.746019e+00, -7.517793e+00,2.331547e+00, -5.782236e-01, -8.955804e-01,-1.920000e-05, -5.175000e-05, 7.800000e-05,
1.739777e+01, 2.387537e+01, 2.585738e-01, 6.641515e+00, -8.118738e+00,6.003400e-01, -1.560671e+00, 5.148055e-01,-1.965000e-05, -4.335000e-05, 7.920000e-05,
1.750126e+01, 2.440252e+01, 1.019930e+00, 3.205836e+00, -1.029507e+01,5.126738e-01, -4.671087e-01, 2.592680e-01,-1.590000e-05, -2.790000e-05, 8.070000e-05,
1.760475e+01, 2.406706e+01, 1.055843e+00, -1.307234e+00, -1.088404e+01,8.731176e+00, -2.690738e+00, 8.396233e-01,-1.800000e-05, -6.900000e-06, 7.650000e-05,
1.770819e+01, 2.416291e+01, -1.613692e+00, -7.666234e+00, -6.823475e+00,2.545250e+00, 2.195651e-01, -1.054925e+00,-2.145000e-05, 1.740000e-05, 4.890000e-05,
1.781164e+01, 2.425875e+01, 4.429273e-01, -9.514557e+00, -2.806004e+00,3.668656e+00, 1.658995e+00, 3.304135e-01,-1.905000e-05, 2.160000e-05, 2.865000e-05,
1.791509e+01, 2.425875e+01, -8.379706e-01, -8.161833e+00, -1.893814e+00,3.542086e+00, -2.233222e+00, 6.773476e-01,-2.250000e-05, 1.950000e-05, 1.920000e-05,
1.801854e+01, 2.416291e+01, 5.937620e-01, -1.273236e+01, -3.926491e-01,6.089734e+00, 2.399761e+00, -1.531893e+00,-1.365000e-05, 1.740000e-05, 6.450000e-06,
1.812197e+01, 2.435460e+01, 3.809175e+00, -6.768408e+00, 8.848969e+00,8.731176e+00, 1.763715e+00, -2.844221e+00,-1.410000e-05, -3.000000e-06, -1.515000e-05,
1.822536e+01, 2.425875e+01, 1.247379e+00, -5.284003e+00, 8.808268e+00,-2.270260e-01, -5.851516e-01, 9.139663e-01,-1.530000e-05, -2.685000e-05, -2.520000e-05,
1.832889e+01, 2.435460e+01, 6.392518e-01, -2.049437e+00, 1.090319e+01,1.817274e+00, 6.853415e-01, 5.001501e-01,-2.370000e-05, -3.960000e-05, -2.610000e-05,
1.843244e+01, 2.416291e+01, -6.751649e-01, -1.082179e+00, 9.270349e+00,6.056692e-01, 2.119976e+00, 1.458083e+00,-2.715000e-05, -4.860000e-05, -2.205000e-05,
1.853586e+01, 2.435460e+01, -1.541866e+00, -5.410896e-01, 1.409227e+01,5.716420e+00, -1.839391e+00, -8.465513e-01,-2.805000e-05, -5.790000e-05, -1.725000e-05,
1.863933e+01, 2.421083e+01, 1.970428e+00, 6.141127e+00, 7.402872e+00,3.506913e+00, -2.382708e+00, -9.507382e-01,-1.755000e-05, -7.455000e-05, -1.500000e-07,
1.874281e+01, 2.406706e+01, -3.351882e-02, 7.972692e+00, 4.115633e+00,5.191489e+00, -1.000034e+00, -1.916665e+00,-2.145000e-05, -8.265000e-05, 1.905000e-05,
1.884620e+01, 2.435460e+01, -1.549048e+00, 9.378088e+00, 1.915361e-01,7.689308e+00, 3.335311e+00, -1.266763e+00,-3.255000e-05, -7.980000e-05, 4.245000e-05,
1.894969e+01, 2.425875e+01, -3.136404e+00, 8.389283e+00, -8.769961e+00,3.726744e+00, -3.274558e+00, -4.076876e-02,-3.300000e-05, -6.435000e-05, 6.615000e-05,
1.905317e+01, 2.425875e+01, -1.000776e+00, 5.779603e+00, -9.392453e+00,2.010459e+00, 5.696968e-01, 1.549746e+00,-3.465000e-05, -4.605000e-05, 7.800000e-05,
1.915658e+01, 2.435460e+01, -4.788403e-03, 4.357447e+00, -8.992621e+00,3.544750e+00, 1.183626e+00, -1.783433e+00,-3.465000e-05, -2.400000e-05, 7.995000e-05,
1.925999e+01, 2.435460e+01, -1.628057e-01, -2.585738e-01, -9.574412e+00,1.014689e+00, 8.985115e-01, 1.311262e+00,-2.895000e-05, -1.575000e-05, 7.920000e-05,
1.936357e+01, 2.425875e+01, -5.530606e-01, -1.843535e-01, -9.871293e+00,6.752159e-01, -8.135100e-01, -3.615896e-01,-3.885000e-05, -1.125000e-05, 7.485000e-05,
1.946701e+01, 2.440252e+01, -2.082955e-01, -3.648763e+00, -9.622296e+00,5.323921e-01, -3.543951e-02, 3.104288e-01,-3.660000e-05, -3.900000e-06, 7.080000e-05,
1.957045e+01, 2.425875e+01, -2.274492e-01, 1.225831e+00, -9.938331e+00,-3.268162e+00, 1.875363e+00, -8.036509e-01,-2.805000e-05, -1.035000e-05, 7.770000e-05,
1.967394e+01, 2.425875e+01, 5.602432e-01, 2.437297e+00, -9.787496e+00,-2.487427e+00, -9.635284e-01, -1.150585e+00,-2.970000e-05, -3.045000e-05, 8.040000e-05,
1.977741e+01, 2.454629e+01, 2.011129e-01, 3.296816e+00, -7.213730e+00,-4.073945e+00, -2.611332e-01, -1.245179e+00,-3.675000e-05, -4.665000e-05, 7.755000e-05,
1.988091e+01, 2.454629e+01, -2.813187e+00, 9.311050e+00, -3.248932e+00,-2.660628e+00, -8.119112e-01, 1.891884e-01,-4.245000e-05, -6.825000e-05, 5.880000e-05,
1.998439e+01, 2.425875e+01, -7.814674e+00, 4.596867e+00, 8.307880e-01,-4.575427e+00, -4.425143e+00, -7.141195e-01,-4.680000e-05, -7.410000e-05, 4.215000e-05,
2.008785e+01, 2.435460e+01, -1.321599e+00, 1.196383e+01, 3.799598e+00,-3.543951e+00, -3.081372e+00, -5.955437e-01,-4.815000e-05, -7.620000e-05, 2.205000e-05,
2.019133e+01, 2.445044e+01, -3.986346e+00, 5.585672e+00, 8.767566e+00,-6.261069e+00, 2.923093e-01, 2.027780e-01,-4.800000e-05, -6.615000e-05, -3.600000e-06,
2.029494e+01, 2.454629e+01, -2.770091e+00, 1.798045e+00, 9.279926e+00,-9.379480e-01, -1.212671e+00, -1.211871e+00,-5.505000e-05, -4.545000e-05, -1.260000e-05,
2.040451e+01, 2.459421e+01, -1.829170e+00, -5.099650e-01, 9.722853e+00,-9.352833e-01, -1.320055e+00, 1.364288e-01,-4.515000e-05, -3.810000e-05, -2.070000e-05,
2.050848e+01, 2.454629e+01, 6.799533e-01, -1.905785e+00, 1.172919e+01,-3.294009e+00, -8.859878e-01, -5.430506e-01,-4.005000e-05, -2.535000e-05, -2.325000e-05,
2.061192e+01, 2.425875e+01, 7.876923e-01, -7.374141e+00, 6.703765e+00,-6.360460e+00, 3.098959e-01, -1.074377e+00,-3.675000e-05, -1.050000e-06, -1.290000e-05,
2.071538e+01, 2.454629e+01, 1.460463e+00, -9.255984e+00, 3.014300e+00,-2.637979e+00, 6.594947e-01, -2.038438e-01,-3.300000e-05, 1.455000e-05, 8.550000e-06,
2.081883e+01, 2.440252e+01, -2.202666e-01, -1.020888e+01, -1.948880e+00,-6.022852e+00, 1.166573e+00, 4.311363e-01,-3.375000e-05, 1.875000e-05, 3.525000e-05,
2.092251e+01, 2.459421e+01, 2.042254e+00, -3.926491e+00, -7.015011e+00,-8.413020e+00, -3.951639e-01, -4.234089e-01,-3.195000e-05, 1.170000e-05, 5.640000e-05,
2.102596e+01, 2.473798e+01, 6.368576e-01, -5.444415e+00, -8.240842e+00,-3.851449e+00, -1.133531e+00, 8.247014e-01,-3.720000e-05, -7.500000e-07, 6.990000e-05,
2.112943e+01, 2.445044e+01, -6.584055e-01, -2.178724e-01, -7.517793e+00,-2.099724e+00, -1.483663e+00, -4.148821e-01,-4.365000e-05, -1.860000e-05, 7.635000e-05,
2.123286e+01, 2.425875e+01, -3.615245e-01, 2.992752e-01, -8.729259e+00,-4.904775e+00, -3.183427e+00, 1.159378e+00,-5.055000e-05, -3.405000e-05, 7.410000e-05,
2.133640e+01, 2.445044e+01, -3.495534e+00, 5.688623e+00, -6.691794e+00,-1.465011e+00, 3.013691e-01, 5.246646e-01,-5.325000e-05, -4.830000e-05, 6.855000e-05,
2.143981e+01, 2.473798e+01, -1.968034e+00, 4.927267e+00, -9.083601e+00,2.023516e+00, 9.184962e-01, 2.121041e-01,-5.115000e-05, -5.370000e-05, 6.780000e-05,
2.154340e+01, 2.478590e+01, -2.461239e+00, 1.501164e+00, -1.011071e+01,8.610735e+00, 2.371250e+00, -6.136631e-01,-5.520000e-05, -3.165000e-05, 6.855000e-05,
2.164723e+01, 2.469006e+01, -6.105214e-01, -5.674258e+00, -9.105149e+00,8.304037e+00, 4.429939e+00, -9.566003e-01,-4.305000e-05, -1.650000e-06, 6.585000e-05,
2.175074e+01, 2.459421e+01, 1.027113e+00, -9.411607e+00, -1.819593e+00,4.911170e+00, -3.493323e-01, 8.180398e-01,-4.020000e-05, 1.725000e-05, 3.945000e-05,
2.185418e+01, 2.459421e+01, -3.758897e-01, -1.112825e+01, 3.732560e+00,4.268729e+00, 1.179363e+00, -6.504349e-01,-4.155000e-05, 1.530000e-05, 8.550000e-06,
2.195765e+01, 2.459421e+01, -1.261744e+00, -6.430826e+00, 2.373612e+01,2.116512e+00, 1.672852e+00, 2.772809e+00,-4.185000e-05, -6.150000e-06, -1.575000e-05,
2.206112e+01, 2.469006e+01, -1.355118e+00, -2.516306e+00, 1.329021e+01,3.865038e+00, -4.210107e-02, 1.013090e+00,-4.740000e-05, -2.760000e-05, -1.935000e-05,
2.216472e+01, 2.469006e+01, -2.942474e+00, 4.604050e+00, 8.197746e+00,5.979418e-01, -1.747994e-01, 1.318456e+00,-5.520000e-05, -4.035000e-05, -1.695000e-05,
2.226812e+01, 2.473798e+01, -4.740519e+00, 5.521029e+00, 6.047753e+00,5.207210e+00, 1.892950e+00, 2.277188e+00,-4.695000e-05, -4.740000e-05, -1.680000e-05,
2.237164e+01, 2.469006e+01, -1.206678e+00, 7.022193e+00, 6.801927e+00,4.568233e+00, -4.503216e-02, 1.859908e-01,-4.740000e-05, -6.075000e-05, -6.000000e-06,
2.247503e+01, 2.478590e+01, -1.446098e+00, 1.024718e+01, 2.094926e+00,5.837127e+00, 3.598043e+00, 3.781103e+00,-4.395000e-05, -7.830000e-05, 2.910000e-05,
2.257848e+01, 2.459421e+01, 2.394202e-03, 8.113949e+00, -3.311181e+00,6.203247e-01, -1.540420e+00, 1.910536e-01,-3.645000e-05, -7.245000e-05, 5.685000e-05,
2.268197e+01, 2.492967e+01, 1.022324e+00, 6.102820e+00, -7.242460e+00,4.088067e+00, -5.942113e-01, 2.787997e+00,-3.255000e-05, -6.165000e-05, 6.855000e-05,
2.278545e+01, 2.488175e+01, 4.333505e-01, 2.044648e+00, -9.339781e+00,4.347602e+00, -8.292313e-01, 6.589617e-01,-3.825000e-05, -3.810000e-05, 7.800000e-05,
2.288895e+01, 2.492967e+01, 3.471592e-01, -4.022259e-01, -9.591172e+00,4.107253e+00, 6.954671e-02, -1.406922e-01,-4.155000e-05, -2.055000e-05, 7.695000e-05,
2.299243e+01, 2.492967e+01, -1.453280e+00, -5.082890e+00, -8.504204e+00,2.506346e+00, -2.653966e-01, 2.123706e-01,-4.470000e-05, -6.900000e-06, 6.960000e-05,
2.309589e+01, 2.473798e+01, -1.194707e+00, -6.943185e+00, -6.971915e+00,7.503584e-01, 4.783002e-01, 4.822971e-01,-4.680000e-05, 1.200000e-06, 6.315000e-05,
2.319936e+01, 2.454629e+01, -4.237737e-01, -6.672640e+00, -6.524200e+00,-2.287847e+00, 7.735406e-01, -1.087167e-01,-4.455000e-05, 4.050000e-06, 6.450000e-05,
2.330283e+01, 2.469006e+01, 9.744401e-01, -3.881001e+00, -9.502586e+00,-5.050264e+00, 2.219633e-01, -1.849250e+00,-3.540000e-05, -1.530000e-05, 7.845000e-05,
2.340640e+01, 2.478590e+01, 4.836287e-01, 1.225831e+00, -1.141795e+01,-1.447158e+00, -1.593712e+00, -6.043369e-01,-3.825000e-05, -3.390000e-05, 7.995000e-05,
2.350988e+01, 2.488175e+01, -1.649605e+00, 6.849811e+00, -9.011775e+00,-2.576159e+00, -8.204380e-01, 2.014456e-01,-4.800000e-05, -5.445000e-05, 6.885000e-05,
2.361330e+01, 2.459421e+01, -1.704672e+00, 1.010832e+01, -5.054160e+00,-4.575960e+00, 4.926891e-01, -1.159911e+00,-4.965000e-05, -7.230000e-05, 4.440000e-05,
2.371677e+01, 2.497760e+01, -6.631939e-01, 8.592790e+00, 3.088520e+00,-6.393501e+00, -1.566799e+00, -2.060821e+00,-5.265000e-05, -6.945000e-05, 1.140000e-05,
2.382020e+01, 2.492967e+01, -3.227384e+00, 5.729325e+00, 7.259219e+00,-1.254772e+00, -9.411455e-01, -1.364288e+00,-5.445000e-05, -6.015000e-05, -4.650000e-06,
2.392368e+01, 2.469006e+01, -1.434127e+00, 7.074866e+00, 7.343016e+00,-4.247679e+00, -1.424508e+00, -1.395464e+00,-5.100000e-05, -5.310000e-05, -1.065000e-05,
2.402724e+01, 2.507344e+01, -2.693477e+00, 4.146757e+00, 9.761160e+00,-3.676649e+00, 5.379878e-01, -8.926493e-02,-5.160000e-05, -3.765000e-05, -1.695000e-05,
2.413071e+01, 2.478590e+01, -1.094150e+00, -2.777274e-01, 1.056561e+01,-8.662696e-01, -1.537489e+00, 5.505115e-01,-5.280000e-05, -2.595000e-05, -1.650000e-05,
2.423416e+01, 2.488175e+01, 2.027889e+00, -7.256825e+00, 5.801151e+00,-1.339507e+00, 5.675651e-02, 1.276355e-01,-4.335000e-05, -6.450000e-06, -1.515000e-05,
2.433770e+01, 2.488175e+01, -4.213795e-01, -7.637503e+00, 5.628768e+00,-3.451489e+00, -8.665360e-01, 2.174334e-01,-4.410000e-05, 5.550000e-06, -5.250000e-06,
2.444116e+01, 2.497760e+01, -7.182605e-02, -8.975862e+00, 5.063737e+00,-2.564968e+00, -9.235590e-01, 6.171271e-01,-4.155000e-05, 1.185000e-05, 7.800000e-06,
2.454462e+01, 2.469006e+01, -1.120486e+00, -1.018015e+01, -1.419762e+00,-4.602074e+00, 1.738668e+00, 1.083170e+00,-4.575000e-05, 1.395000e-05, 2.595000e-05,
2.464807e+01, 2.497760e+01, -5.793968e-01, -5.724536e+00, -3.988740e+00,-8.731443e+00, 1.118343e+00, 5.704962e-01,-4.590000e-05, 6.900000e-06, 5.595000e-05,
2.475151e+01, 2.507344e+01, -1.556231e+00, -1.118092e+00, -9.414001e+00,-2.486894e+00, 2.904441e-02, 1.926524e+00,-5.220000e-05, -2.460000e-05, 7.440000e-05,
2.485492e+01, 2.497760e+01, -1.544260e+00, 2.533065e+00, -8.743624e+00,-3.660662e+00, 4.343339e-02, 1.260101e+00,-4.980000e-05, -4.770000e-05, 7.095000e-05,
2.495838e+01, 2.497760e+01, -2.224213e+00, 6.782773e+00, -8.233660e+00,-2.329415e+00, 5.819541e-01, 6.467045e-01,-4.530000e-05, -6.720000e-05, 5.955000e-05,
2.506321e+01, 2.521721e+01, -1.781286e+00, 9.868899e+00, -5.645528e+00,-1.399994e+00, 2.443461e-01, 8.260337e-03,-4.500000e-05, -7.320000e-05, 4.965000e-05,
2.516695e+01, 2.469006e+01, -2.695871e+00, 9.612720e+00, -6.019023e+00,5.674319e+00, 7.620827e-02, -5.526432e-01,-4.335000e-05, -7.095000e-05, 5.415000e-05,
2.527046e+01, 2.488175e+01, 1.771709e-01, 2.035071e-01, -8.377312e+00,7.224065e+00, 1.469274e+00, -8.233691e-02,-4.365000e-05, -5.385000e-05, 7.140000e-05,
2.537400e+01, 2.492967e+01, 1.297657e+00, -1.596933e+00, -9.538499e+00,8.731176e+00, 4.535724e+00, 5.968760e-01,-3.615000e-05, -1.980000e-05, 7.770000e-05,
2.547744e+01, 2.512136e+01, 1.374272e+00, -6.811504e+00, -6.330269e+00,5.517905e+00, 1.090631e+00, 1.023749e+00,-3.015000e-05, 8.100000e-06, 6.360000e-05,
2.558090e+01, 2.545682e+01, 4.141969e-01, -9.715670e+00, -3.600879e+00,4.374248e+00, -2.825302e+00, -9.230261e-01,-3.300000e-05, 1.605000e-05, 5.100000e-05,
2.568438e+01, 2.521721e+01, 2.875436e+00, -9.301473e+00, 3.088520e+00,3.985746e+00, -6.632251e-01, -1.806616e-01,-2.775000e-05, 2.145000e-05, 1.500000e-05,
2.578783e+01, 2.521721e+01, 5.506664e-01, -3.845088e+00, -2.384625e+00,4.969259e+00, 4.792594e+00, 7.125207e-01,-2.250000e-05, -3.150000e-06, -1.770000e-05,
2.589142e+01, 2.497760e+01, 2.966416e+00, -1.903390e+00, 8.966285e+00,4.631917e+00, 2.055758e+00, 2.447724e+00,-3.000000e-05, -2.190000e-05, -2.520000e-05,
2.599491e+01, 2.521721e+01, 1.036689e+00, 3.574543e+00, 8.013393e+00,3.290012e+00, -1.998469e-02, 1.247044e-01,-3.000000e-05, -4.320000e-05, -2.355000e-05,
2.609837e+01, 2.521721e+01, 1.934515e+00, 4.656722e+00, 9.576807e+00,4.364922e+00, -3.368086e-01, 4.969525e-01,-3.705000e-05, -5.940000e-05, -1.470000e-05,
2.620178e+01, 2.512136e+01, 2.252944e+00, 9.217676e+00, 5.353435e+00,5.246113e+00, -1.282217e+00, -5.659663e-01,-3.015000e-05, -7.605000e-05, 2.850000e-06,
2.630524e+01, 2.545682e+01, 3.256114e-01, 1.013466e+01, -4.496311e+00,4.974322e+00, 9.003767e-01, 7.700766e-02,-3.810000e-05, -7.890000e-05, 4.230000e-05,
2.640896e+01, 2.512136e+01, 5.750872e+00, 2.401384e+00, -1.224155e+01,8.731176e+00, 8.731176e+00, 3.666790e+00,-2.910000e-05, -6.480000e-05, 6.870000e-05,
2.651242e+01, 2.507344e+01, 1.606509e+00, 3.608062e+00, -6.871359e+00,2.482365e+00, 3.384074e-01, 7.554212e-01,-2.775000e-05, -5.445000e-05, 7.620000e-05,
2.661587e+01, 2.526513e+01, 2.418144e+00, -1.350330e+00, -1.295263e+01,5.577060e-01, -6.363124e-01, 1.730141e+00,-2.565000e-05, -4.335000e-05, 8.070000e-05,
2.671935e+01, 2.512136e+01, 1.608904e+00, 3.904943e+00, -1.009635e+01,-1.443960e+00, -2.259868e+00, -1.042934e+00,-3.405000e-05, -4.125000e-05, 7.860000e-05,
2.682282e+01, 2.531306e+01, 1.249773e+00, 3.203442e+00, -1.170525e+01,2.044300e+00, -5.515774e-02, 5.010827e+00,-3.675000e-05, -4.770000e-05, 7.710000e-05,
2.692625e+01, 2.531306e+01, -1.915361e+00, 1.130063e+00, -9.272743e+00,-2.052028e+00, -1.728276e+00, 8.582757e-01,-3.930000e-05, -4.815000e-05, 7.590000e-05,
2.703327e+01, 2.507344e+01, -4.022259e-01, 4.627992e+00, -1.025915e+01,-5.923461e+00, -4.034242e-01, 1.014689e+00,-3.615000e-05, -6.090000e-05, 7.005000e-05,
2.713664e+01, 2.521721e+01, 1.690306e+00, 9.308656e+00, -5.118803e+00,-7.213140e+00, 3.874365e-01, -1.516172e-01,-3.255000e-05, -7.725000e-05, 4.710000e-05,
2.724001e+01, 2.521721e+01, 1.491588e+00, 1.469322e+01, -3.557784e+00,-6.536858e+00, -2.636113e+00, 2.065084e+00,-3.780000e-05, -7.830000e-05, 1.620000e-05,
2.734350e+01, 2.550475e+01, 1.556231e+00, 7.469909e+00, 5.188235e+00,-4.620726e+00, -1.843920e-01, 4.399296e-01,-3.180000e-05, -6.510000e-05, -1.005000e-05,
2.744695e+01, 2.526513e+01, 2.023100e+00, 5.042189e+00, 5.980716e+00,-6.544585e+00, -1.795424e+00, 5.275957e-01,-2.715000e-05, -4.290000e-05, -2.520000e-05,
2.755042e+01, 2.526513e+01, 2.363077e+00, 6.967127e-01, 9.928754e+00,-3.037672e-02, -1.249443e+00, 4.183461e-02,-2.610000e-05, -2.670000e-05, -2.760000e-05,
2.765388e+01, 2.560059e+01, 1.501164e+00, 1.235408e+00, 9.217676e+00,-1.073844e+00, -1.035473e+00, -1.500184e-01,-2.175000e-05, -1.890000e-05, -2.550000e-05,
2.775728e+01, 2.545682e+01, 2.269703e+00, -3.567360e-01, 9.940725e+00,1.086368e+00, -3.175167e+00, 5.952772e-01,-2.220000e-05, -1.050000e-05, -2.250000e-05,
2.786073e+01, 2.526513e+01, 2.808399e+00, -2.032677e+00, 1.137246e+01,-1.902542e+00, 2.591348e+00, 2.036839e+00,-1.935000e-05, -4.800000e-06, -2.130000e-05,
2.796415e+01, 2.540890e+01, 1.391031e+00, -3.737349e+00, 1.154245e+01,-4.064352e+00, -5.622359e-02, -7.754058e-02,-2.730000e-05, -2.400000e-06, -1.575000e-05,
2.806759e+01, 2.526513e+01, 2.446874e+00, -6.902483e+00, 6.842628e+00,-2.966793e+00, -2.368852e-01, 1.107152e+00,-2.955000e-05, 1.770000e-05, 7.200000e-06,
2.817097e+01, 2.560059e+01, 1.879448e+00, -1.370680e+01, 7.283161e+00,-8.205179e+00, 1.686708e-01, -4.596478e-01,-3.360000e-05, 1.965000e-05, 2.520000e-05,
2.827440e+01, 2.550475e+01, 1.991976e+00, -9.787496e+00, -1.881843e+00,-2.200181e+00, 1.209473e+00, -9.246248e-02,-3.030000e-05, 1.545000e-05, 4.995000e-05,
2.837784e+01, 2.531306e+01, 3.643975e+00, -8.736442e+00, -4.213795e+00,-4.539455e+00, 6.928025e-03, 3.314793e-01,-2.730000e-05, 3.900000e-06, 6.960000e-05,
2.848130e+01, 2.526513e+01, 2.094926e+00, -6.734889e+00, -7.587225e+00,-3.112282e+00, 1.425308e+00, 2.750159e+00,-2.910000e-05, -5.250000e-06, 7.590000e-05,
2.858475e+01, 2.540890e+01, -5.315128e-01, -2.525883e+00, -8.429984e+00,-2.054426e+00, -1.861507e+00, 1.081305e+00,-3.480000e-05, -2.190000e-05, 8.010000e-05,
2.868817e+01, 2.560059e+01, -1.829170e+00, -3.600879e+00, -9.414001e+00,-1.248377e+00, 5.025483e-01, 5.313262e-01,-3.885000e-05, -3.150000e-05, 7.860000e-05,
2.879176e+01, 2.545682e+01, -3.198653e+00, -1.616086e+00, -9.526528e+00,-8.529464e-01, 7.892619e-01, 7.674120e-01,-4.230000e-05, -3.810000e-05, 7.800000e-05,
2.889529e+01, 2.584021e+01, -2.782062e+00, -7.374141e-01, -8.441955e+00,-5.017489e-01, -7.967228e-02, 6.597611e-01,-4.530000e-05, -4.470000e-05, 7.515000e-05,
2.899877e+01, 2.560059e+01, -3.363853e+00, 3.311181e+00, -7.060501e+00,-3.757121e-01, -3.813078e-01, 9.792496e-01,-4.425000e-05, -4.875000e-05, 7.425000e-05,
